inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;;inf-norm-Clever-5-samples;;inf-norm-Clever-20-samples;;inf-norm-Clever-100-samples;;inf-norm-Clever-1024-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;;2-norm-Clever-5-samples;;2-norm-Clever-20-samples;;2-norm-Clever-100-samples;;2-norm-Clever-1024-samples;1-norm-min-adv-dist;1-norm-PGD-dist;1-norm-sec-att-dist;1-norm-Clever-5-samples;1-norm-Clever-20-samples;1-norm-Clever-100-samples;;1-norm-Clever-1024-samples
0,0042000711;0,0042000711;0,0180622637;0;0,0039;0;0,0032;0;0,0027;0;0,0024;0,1386;0,1524;0,1386;0;0,0042;1;0,1846;0;0,0021;0;0,0011;2,7872;4,3647;2,7872;0,8577;0,0089;0,0455;0;0,4969
0,0042000711;0,0042000711;0,0295336843;1;0,008;1;0,0057;1;0,0046;0;0,0042;0,1416;0,1509;0,1416;0;0,0025;0;0,0019;0;0,0014;0;0,0032;2,7903;6,6551;2,7903;0,0183;0,0076;0,073;0;0,0021
0,0045000762;0,0045000762;0,0200482011;0;0,0032;0;0,0035;0;0,003;0;0,0028;0,1422;0,1422;0,1779;0;0,003;0;0,0029;0;0,0172;0;0,0016;2,7965;7,2938;2,7965;1,8053;0,0107;0,0071;0;0,0085
0,0045000762;0,0045000762;0,016185075;0;0,0038;0;0,0031;0;0,003;0;0,0026;0,1446;0,1474;0,1446;0;0,0035;0;0,005;0;0,0013;0;0,0008;2,924;14,9473;2,924;0,0166;3,8737;0,1222;0;1,8732
0,0045000762;0,0045000762;0,0179788321;1;0,0124;1;0,0088;1;0,007;1;0,0046;0,1476;0,1573;0,1476;0;0,0204;0;0,0025;0;0,0014;0;0,0013;2,9736;6,9046;2,9736;4,4135;4,3444;0,0201;0;0,0011
0,0045000762;0,0045000762;0,0281400084;1;0,0204;1;0,0167;1;0,0161;1;0,0153;0,1479;0,1479;0,1514;0;0,0027;0;0,0035;0;0,1216;0;0,0966;2,9748;5,8527;2,9748;2,1667;1,3756;0,0052;0;0,0029
0,0048000813;0,0048000813;0,0173280239;0;0,0048;0;0,0039;0;0,0034;0;0,003;0,1486;0,1843;0,1486;1;0,1752;0;0,0066;0;0,1234;0;0,1122;3,0412;13,1887;3,0412;4,5029;4,6923;4,3076;0;0,0046
0,0048000813;0,0048000813;0,0190832913;1;0,0068;1;0,0059;0;0,0044;0;0,0042;0,1506;0,1506;0,2181;0;0,001;0;0,0038;0;0,0011;0;0,0014;3,0806;4,3845;3,0806;0,8212;0,0236;0,0132;0;0,0015
0,0048000813;0,0048000813;0,0138171911;0;0,0042;0;0,0031;0;0,0015;0;0,0019;0,1508;0,1572;0,1508;0;0,0025;0;0,0036;0;0,0008;0;0,0014;3,099;7,1384;3,099;5,0107;3,99;0,0129;1;3,3676
0,0048000813;0,0048000813;0,0238704532;1;0,0065;1;0,0055;0;0,0046;0;0,0045;0,1509;0,1509;0,1824;0;0,0024;0;0,0016;0;0,0023;0;0,0013;3,142;5,8777;3,142;0,8146;0,0051;0,8799;0;0,0105
0,0048000813;0,0048000813;0,0210308731;0;0,0041;0;0,0046;0;0,0038;0;0,003;0,1517;0,1595;0,1517;0;0,003;0;0,0082;0;0,0018;0;0,0009;3,1982;8,8762;3,1982;3,9406;3,8564;3,1203;0;0,0266
0,0048000813;0,0048000813;0,0275257826;1;0,0058;0;0,0036;0;0,0037;0;0,0033;0,1536;0,1704;0,1536;0;0,0036;0;0,0007;0;0,1417;0;0,1242;3,2092;4,5579;3,2092;1,4267;0,0081;0,0178;0;0,0154
0,0048000813;0,0048000813;0,0180484056;0;0,0044;0;0,0044;0;0,0033;0;0,0034;0,1542;0,1799;0,1542;0;0,0022;0;0,0153;0;0,0029;0;0,0013;3,2879;4,5823;3,2879;0,0076;0,8063;0,0043;0;0,7424
0,0048000813;0,0048000813;0,0236802697;0;0,0045;0;0,0041;0;0,004;0;0,0038;0,1555;0,1568;0,1555;0;0,0016;0;0,0024;0;0,001;0;0,0021;3,2967;7,1428;3,2967;3,4816;0,0317;3,1213;0;0,7543
0,0048000813;0,0048000813;0,0253047347;1;0,0052;1;0,0049;0;0,0039;0;0,0038;0,1559;0,1559;0,2148;0;0,0092;0;0,0021;0;0,0067;1;0,1688;3,3211;10,7336;3,3211;3,1911;0,012;2,1133;0;1,5777
0,0048007965;0,0048007965;0,0261575878;1;0,0067;1;0,0049;0;0,0047;0;0,0041;0,1562;0,1562;0,1697;0;0,0033;0;0,002;0;0,0054;1;0,2371;3,3524;4,5441;3,3524;1,0274;0,0053;0,0076;0;0,6681
0,0048007965;0,0048007965;0,0169032514;1;0,0077;1;0,0078;1;0,0067;1;0,0057;0,1579;0,1748;0,1579;0;0,0017;0;0,0024;1;0,1799;0;0,094;3,3674;7,2031;3,3674;6,4948;4,79;4,5179;0;2,5177
0,0048007965;0,0048007965;0,0219416767;0;0,0046;1;0,0049;0;0,0039;0;0,003;0,1581;0,1581;0,1615;1;0,1731;0;0,152;0;0,123;0;0,1054;3,3701;6,6057;3,3701;0,0067;0,0046;3,571;0;2,909
0,0051000863;0,0051000863;0,0291298032;1;0,0057;0;0,005;0;0,0048;0;0,0045;0,159;0,1648;0,159;1;0,2022;0;0,0035;0;0,0027;0;0,0009;3,406;5,2997;3,406;1,5173;0,0116;0,8874;0;0,003
0,0051000863;0,0051000863;0,0194308162;1;0,0123;1;0,0128;1;0,0114;1;0,0075;0,1607;0,1607;0,2406;0;0,0018;0;0,0026;1;0,1609;0;0,0031;3,4236;8,2304;3,4236;1,6343;0,0348;0,0029;0;0,0509
0,0051000863;0,0051000863;0,0279182792;1;0,0066;1;0,0064;1;0,0058;0;0,0044;0,1633;0,1633;0,2168;1;0,1698;1;0,1654;0;0,0004;0;0,0653;3,4333;6,0533;3,4333;3,4456;0,0067;0,0112;0;0,0094
0,0051000863;0,0051000863;0,0214508623;1;0,0168;1;0,0111;1;0,0074;0;0,0049;0,1635;0,1635;0,1684;1;0,6279;0;0,0166;1;0,5338;0;0,0049;3,4348;3,9461;3,4348;0,016;0,0061;0,0036;0;0,0035
0,0051000863;0,0051000863;0,018642351;1;0,0093;0;0,0034;0;0,0045;0;0,0032;0,1635;0,1635;0,229;0;0,0093;0;0,002;0;0,0031;0;0,0011;3,4642;6,4911;3,4642;2,0795;1,4943;0,0218;0;0,0274
0,0051000863;0,0051000863;0,0200169086;1;0,0102;1;0,0111;1;0,0084;1;0,0063;0,1645;0,1667;0,1645;0;0,0033;0;0,0114;0;0,0006;0;0,0009;3,5336;6,154;3,5336;0,0069;0,0045;0,0078;0;0,0027
0,0051000863;0,0051000863;0,0196426213;1;0,0127;1;0,0119;1;0,0089;1;0,0062;0,1646;0,1646;0,3497;0;0,0121;0;0,0014;0;0,0018;0;0,0019;3,5504;7,3131;3,5504;1,8345;1,9071;1,7396;0;1,6163
0,0051008463;0,0051008463;0,0225432813;1;0,0078;1;0,0089;1;0,0059;1;0,0052;0,1648;0,1769;0,1648;1;0,4761;0;0,0038;0;0,0021;0;0,0037;3,5821;11,8111;3,5821;4,5122;4,7911;4,3935;1;3,9958
0,0051008463;0,0051008463;0,0244652629;1;0,0161;0;0,0037;0;0,005;0;0,0037;0,1657;0,1657;0,1897;0;0,0044;0;0,0037;0;0,0018;0;0,0055;3,5901;7,1161;3,5901;2,4859;1,8085;0,0132;0;0,0069
0,0051008463;0,0051008463;0,0174833089;0;0,0035;0;0,0029;0;0,0024;0;0,0022;0,167;0,1994;0,167;0;0,004;1;0,2377;0;0,0013;0;0,0128;3,6052;7,196;3,6052;3,0388;2,6489;0,0109;0;2,0305
0,0051008463;0,0051008463;0,0182458162;1;0,0091;1;0,0052;0;0,005;0;0,0037;0,1674;0,1674;0,2342;0;0,0026;0;0,0021;0;0,0011;0;0,0017;3,6225;10,0221;3,6225;5,0812;4,3634;0,0069;1;3,707
0,0054000914;0,0054000914;0,0189777166;0;0,0054;0;0,0053;0;0,0047;0;0,0039;0,1685;0,1685;0,1737;1;0,1877;0;0,0007;0;0,0024;0;0,003;3,6266;8,6746;3,6266;0,0057;0,0306;0,4252;0;1,9515
0,0054000914;0,0054000914;0,0208956748;1;0,0075;1;0,0059;1;0,0064;1;0,0061;0,169;0,1835;0,169;0;0,003;0;0,0006;0;0,0013;0;0,0038;3,6669;6,8308;3,6669;4,3599;3,9633;3,1909;0;0,0136
0,0054000914;0,0054000914;0,0177278519;1;0,0118;1;0,0076;0;0,0052;0;0,0039;0,1699;0,1699;0,1757;1;0,3387;0;0,004;0;0,133;0;0,1196;3,6697;5,3788;3,6697;0,0236;1,1817;0,0013;0;0,0213
0,0054000914;0,0054000914;0,0219137073;1;0,0073;1;0,0081;1;0,0061;0;0,0044;0,171;0,171;0,1753;0;0,0533;0;0,0017;0;0,0013;0;0,0019;3,6789;7,6375;3,6789;1,23;0,0026;0,9819;0;0,0106
0,0054000914;0,0054000914;0,0212872624;1;0,009;1;0,0086;1;0,0068;1;0,0056;0,1727;0,1727;0,2062;0;0,0006;0;0,003;0;0,0581;0;0,1403;3,6836;6,5504;3,6836;1,2735;0,0219;0,9862;0;0,0054
0,0054000914;0,0054000914;0,015276894;1;0,0056;0;0,0052;0;0,0035;0;0,0026;0,1757;0,1799;0,1757;1;0,5215;0;0,0023;0;0,0016;0;0,0027;3,6896;5,9229;3,6896;1,953;1,7823;0,003;0;0,0107
0,0054000914;0,0054000914;0,0163588822;1;0,0161;1;0,0108;1;0,011;1;0,0065;0,1773;0,1831;0,1773;0;0,0255;0;0,0029;0;0,0022;0;0,0029;3,707;8,2229;3,707;4,4084;3,004;2,4637;0;0,0138
0,0054000914;0,0054000914;0,0324181393;1;0,0083;0;0,0052;0;0,0038;0;0,0038;0,1778;0,1778;0,23;0;0,0048;1;0,2121;0;0,0036;0;0,0023;3,7111;9,1807;3,7111;2,6483;2,1278;0,0032;0;1,0488
0,0054001212;0,0054001212;0,0240789652;1;0,0058;1;0,0061;0;0,005;0;0,0044;0,1779;0,2749;0,1779;0;0,0088;0;0,0036;1;0,4478;0;0,0069;3,7118;9,4496;3,7118;0,021;0,0252;0,9389;0;0,0576
0,0054008961;0,0054008961;0,016909197;1;0,0079;0;0,004;0;0,0042;0;0,0032;0,1788;0,1788;0,1811;0;0,0246;0;0,0014;0;0,0058;0;0,0011;3,7142;12,5822;3,7142;3,226;0,0142;2,702;0;0,0188
0,0054008961;0,0054008961;0,016004771;0;0,0052;0;0,0024;0;0,0023;0;0,0018;0,179;0,1886;0,179;0;0,0043;0;0,011;0;0,0024;0;0,0055;3,7624;7,0768;3,7624;0,0043;0,0161;0,0053;0;0,0195
0,0054008961;0,0054008961;0,0225529969;1;0,0109;0;0,005;0;0,0042;0;0,0029;0,1791;0,1791;0,1806;0;0,0068;0;0,0034;0;0,0012;0;0,0027;3,787;9,5537;3,787;0,0033;0,0135;0,0199;0;0,033
0,0054008961;0,0054008961;0,0208822191;0;0,0048;0;0,004;0;0,0036;0;0,0032;0,1801;0,1801;0,2516;0;0,0088;0;0,0023;0;0,002;0;0,0028;3,7993;4,9223;3,7993;0,0085;0,0016;0,0015;0;0,0035
0,0054008961;0,0054008961;0,0199570656;1;0,0063;0;0,0051;0;0,0046;0;0,0046;0,1802;0,1962;0,1802;0;0,0023;0;0,0043;0;0,0172;0;0,0013;3,8079;6,0329;3,8079;2,5561;0,025;0,0111;0;0,01
0,0056998432;0,0056998432;0,0255816579;1;0,008;1;0,0071;1;0,0068;0;0,0053;0,1813;0,1813;0,1945;0;0,002;0;0,0007;0;0,0015;0;0,0012;3,8356;5,7497;3,8356;0,0103;0,8853;0,0182;0;0,005
0,0057000965;0,0057000965;0,018638581;1;0,0129;0;0,0021;0;0,0025;0;0,0024;0,1817;0,1967;0,1817;0;0,0135;0;0,0026;0;0,0021;0;0,0011;3,8538;6,6387;3,8538;0,0133;0,0037;0,0085;0;0,0073
0,0057000965;0,0057000965;0,0189494789;1;0,0091;1;0,0059;0;0,0042;0;0,0039;0,182;0,182;0,1822;0;0,0135;0;0,0027;0;0,0019;0;0,0012;3,8663;9,0773;3,8663;4,653;4,2542;3,0854;0;3,1586
0,0057000965;0,0057000965;0,0194201171;1;0,0107;1;0,0068;0;0,0049;0;0,004;0,1832;0,2309;0,1832;1;0,3751;0;0,0781;0;0,0047;0;0,0012;3,9526;9,721;3,9526;0,0039;0,0084;0,0014;0;0,0085
0,0057009459;0,0057009459;0,0183717012;1;0,0069;1;0,0105;0;0,0052;0;0,0045;0,1832;0,1832;0,1882;0;0,0016;0;0,0084;0;0,0022;0;0,0018;3,9897;6,7584;3,9897;2,7608;2,2608;0,0205;0;0,0106
0,0057009459;0,0057009459;0,0337969363;1;0,0068;1;0,0063;0;0,0056;0;0,0048;0,1833;0,2016;0,1833;0;0,008;0;0,0031;0;0,0012;0;0,0005;4,0031;5,688;4,0031;0,0142;0,0155;0,0045;0;0,0032
0,0060001016;0,0060001016;0,0220522583;1;0,0071;0;0,0059;0;0,0059;0;0,0051;0,1833;0,1833;0,2204;1;0,3658;0;0,0061;0;0,0013;0;0,0019;4,0233;13,8817;4,0233;4,7373;4,3096;3,8832;0;3,6721
0,0060001016;0,0060001016;0,017551437;1;0,0135;1;0,0105;1;0,0084;0;0,0043;0,1852;0,1852;0,255;0;0,0025;0;0,0036;0;0,0015;0;0,0012;4,0693;14,0061;4,0693;4,4558;3,5269;0,013;0;3,0686
0,0060001016;0,0060001016;0,0193219781;1;0,0112;0;0,0054;0;0,0047;0;0,0043;0,1862;0,1862;0,1869;0;0,1664;0;0,0085;0;0,0011;0;0,0065;4,0736;8,606;4,0736;3,4892;0,0333;0,0094;0;0,0032
0,0060001016;0,0060001016;0,0166381001;1;0,0081;0;0,0056;0;0,005;0;0,0053;0,1863;0,2143;0,1863;0;0,0067;0;0,0075;0;0,0029;0;0,0109;4,0737;10,7446;4,0737;4,554;3,3042;2,1734;0;2,6753
0,0060001016;0,0060001016;0,0234560668;1;0,0077;0;0,0057;0;0,0047;0;0,004;0,1863;0,1863;0,1949;0;0,0023;0;0,0106;0;0,0035;0;0,0011;4,0962;9,6958;4,0962;2,1987;2,0362;0,0092;0;0,0194
0,0060001016;0,0060001016;0,0374126136;0;0,006;0;0,0047;0;0,004;0;0,0041;0,187;0,206;0,187;0;0,0033;0;0,0084;0;0,0037;0;0,0012;4,1106;8,5433;4,1106;5,0615;0,009;0,0734;0;4,0185
0,0060001016;0,0060001016;0,0220423937;1;0,0077;1;0,0064;0;0,0055;0;0,0041;0,1874;0,2071;0,1874;1;0,2743;0;0,0086;0;0,0282;0;0,0011;4,1107;6,5645;4,1107;5,0432;4,804;4,3134;0;3,7512
0,0060009956;0,0060009956;0,0212260485;1;0,0074;1;0,0076;0;0,006;0;0,0039;0,1874;0,1998;0,1874;0;0,002;0;0,0008;0;0,0015;0;0,0017;4,1242;15,9814;4,1242;3,4357;2,8382;2,3321;0;0,0413
0,0060009956;0,0060009956;0,0297050476;1;0,0086;1;0,008;1;0,0071;0;0,006;0,1882;0,1882;0,1942;0;0,003;0;0,0015;0;0,0075;0;0,0009;4,1253;7,1514;4,1253;1,5334;1,371;1,2615;0;0,0273
0,0060009956;0,0060009956;0,0167788863;1;0,0072;0;0,0059;0;0,0035;0;0,0026;0,189;0,204;0,189;0;0,0235;0;0,003;0;0,0014;0;0,0041;4,1691;6,5491;4,1691;0,003;1,8755;0,014;0;2,0606
0,0060009956;0,0060009956;0,0340793133;0;0,005;0;0,0052;0;0,0047;0;0,0042;0,1899;0,1899;0,2409;0;0,0057;0;0,0012;0;0,0032;0;0,004;4,2011;7,8135;4,2011;2,6534;2,4103;0,024;0;0,007
0,0060009956;0,0060009956;0,0214814246;1;0,0125;1;0,0107;1;0,0089;0;0,0037;0,1902;0,1902;0,2824;0;0,0031;1;0,2225;1;0,2197;0;0,0045;4,2175;14,0413;4,2175;3,9146;3,5194;0,5325;0;2,8908
0,0060009956;0,0060009956;0,0206858665;0;0,0047;0;0,0029;0;0,0029;0;0,0022;0,1919;0,2279;0,1919;1;0,4901;0;0,006;0;0,0022;0;0,0051;4,2176;5,7427;4,2176;1,7877;0,0163;0,0008;0;0,004
0,0063001066;0,0063001066;0,0320133567;1;0,0127;1;0,0082;1;0,0086;1;0,0077;0,1942;0,1942;0,3024;0;0,0068;0;0,0018;0;0,0029;0;0,0015;4,2218;7,1256;4,2218;3,3349;0,0242;2,3791;0;0,0118
0,0063001066;0,0063001066;0,0234014094;1;0,0152;1;0,0124;1;0,0098;1;0,0074;0,195;0,2128;0,195;0;0,0022;0;0,0012;0;0,0037;0;0,0008;4,2414;7,5095;4,2414;1,247;0,0186;0,0066;0;0,0084
0,0063001066;0,0063001066;0,0188058615;1;0,0175;1;0,0139;1;0,0136;1;0,012;0,1959;0,1959;0,2456;0;0,0021;1;0,2414;1;0,1966;0;0,0008;4,2833;7,9434;4,2833;1,478;0,0087;0,0078;0;0,009
0,0063001066;0,0063001066;0,017460376;1;0,01;1;0,0079;1;0,0076;1;0,0066;0,1966;0,2136;0,1966;0;0,0065;0;0,0033;0;0,0084;0;0,0047;4,2872;6,6977;4,2872;2,6718;2,5298;2,0444;0;1,302
0,0063001066;0,0063001066;0,0310952067;1;0,0133;1;0,0104;0;0,0006;1;0,0081;0,1968;0,1968;0,2508;0;0,0066;0;0,012;0;0,0056;0;0,0031;4,288;5,6647;4,288;1,6654;0,0867;0,0044;0;0,0077
0,0063001066;0,0063001066;0,0244761109;1;0,0159;1;0,0108;1;0,0073;0;0,0057;0,2003;0,2081;0,2003;0;0,0024;0;0,0013;0;0,0038;0;0,0012;4,3141;7,1819;4,3141;1,6696;1,1814;1,4399;0;0,8235
0,0063001066;0,0063001066;0,0183283091;1;0,0093;1;0,0085;0;0,0063;1;0,0069;0,2021;0,2137;0,2021;1;0,2171;0;0,0039;0;0,0012;0;0,0092;4,3223;6,137;4,3223;0,0373;1,7493;0,0053;0;0,0112
0,0063001066;0,0063001066;0,0246648192;1;0,0068;1;0,0066;0;0,0059;0;0,0058;0,2036;0,2164;0,2036;0;0,0077;1;0,2462;0;0,0023;0;0,0035;4,3643;7,4865;4,3643;1,2419;0,0041;0,0045;0;0,9141
0,0063001066;0,0063001066;0,0233026445;1;0,0074;0;0,0046;0;0,0044;0;0,004;0,2049;0,2049;0,2569;0;0,0029;0;0,0033;0;0,0047;0;0,0018;4,3723;8,4644;4,3723;0,0031;0,0035;0,0016;0;0,0011
0,0063010454;0,0063010454;0,0225866139;1;0,0072;0;0,0042;0;0,0045;0;0,0037;0,2083;0,2083;0,2652;0;0,0038;0;0,0037;0;0,0041;0;0,0021;4,3743;5,8678;4,3743;0,0095;0,0117;0,2849;0;0,0074
0,0066001117;0,0066001117;0,0203427672;1;0,0095;1;0,0074;1;0,0067;0;0,006;0,2085;0,2085;0,2255;0;0,0039;0;0,0018;0;0,0019;0;0,0064;4,4079;9,1279;4,4079;2,0929;1,6844;0,0145;0;0,0107
0,0066001117;0,0066001117;0,0229893029;1;0,0081;0;0,0054;0;0,0042;0;0,0039;0,2095;0,3744;0,2095;0;0,0055;0;0,0032;0;0,0541;0;0,0014;4,4348;6,8708;4,4348;0,0198;0,0058;0,0021;0;0,0067
0,0066001117;0,0066001117;0,0202174187;1;0,0135;1;0,0109;1;0,0092;0;0,0066;0,2114;0,2114;0,2344;1;0,4371;1;0,3738;0;0,0672;0;0,0024;4,4433;6,4842;4,4433;0,0032;1,4191;0,003;0;0,0052
0,0066001117;0,0066001117;0,0187877566;1;0,0121;0;0,0065;0;0,0066;0;0,004;0,2118;0,2118;0,2227;0;0,004;0;0,0047;0;0,003;1;0,2563;4,4691;6,1289;4,4691;0,0129;0,0194;0,0012;0;0,0023
0,0066001117;0,0066001117;0,0239818096;0;0,0064;1;0,0077;0;0,0052;0;0,0045;0,2133;0,3208;0,2133;1;0,8049;1;0,7592;0;0,0093;0;0,0062;4,4884;19,4484;4,4884;8,2387;7,6673;5,6945;1;4,8792
0,0066001117;0,0066001117;0,0258859098;1;0,0116;1;0,0098;1;0,0087;1;0,0078;0,2148;0,2717;0,2148;1;0,3929;1;0,3938;0;0,0538;1;0,2974;4,5032;10,3877;4,5032;4,8103;4,4912;0,0031;0;3,5912
0,0066001117;0,0066001117;0,0235314369;1;0,0227;1;0,016;1;0,0084;1;0,0068;0,2149;0,2272;0,2149;0;0,0018;0;0,0075;0;0,0033;0;0,0014;4,5068;12,1193;4,5068;4,2526;4,1808;3,5063;0;0,0199
0,0066001117;0,0066001117;0,026756689;1;0,0161;1;0,014;1;0,0099;1;0,0085;0,2153;0,2314;0,2153;0;0,0055;0;0,0017;0;0,0021;0;0,001;4,5081;17,0213;4,5081;6,8117;0,0094;4,3755;0;4,1845
0,0066001117;0,0066001117;0,0209570527;1;0,0115;1;0,0098;1;0,0068;0;0,0055;0,216;0,216;0,241;0;0,0019;0;0,0015;0;0,0014;0;0,0011;4,5284;17,7091;4,5284;4,6774;0,0125;2,5019;0;2,709
0,0066001117;0,0066001117;0,0222023427;1;0,012;0;0,0038;0;0,0055;0;0,0043;0,2165;0,2165;0,2266;0;0,0028;0;0,0032;0;0,0073;0;0,0178;4,5882;6,0121;4,5882;0,0091;0,0081;0,0072;0;0,0065
0,0066010952;0,0066010952;0,0234033465;1;0,0079;0;0,0066;0;0,006;0;0,006;0,2166;0,2486;0,2166;0;0,0189;0;0,001;0;0,0036;0;0,0021;4,5963;9,2146;4,5963;3,4956;3,0132;2,6613;0;0,0061
0,0066010952;0,0066010952;0,0189716071;1;0,0147;1;0,0108;1;0,0075;0;0,0051;0,2166;0,2425;0,2166;0;0,0046;0;0,0041;0;0,0054;0;0,0036;4,6104;8,7651;4,6104;0,0088;0,0154;0,0059;0;0,0075
0,0066010952;0,0066010952;0,0271535516;1;0,0088;1;0,0085;1;0,007;0;0,0056;0,2167;0,2262;0,2167;0;0,0058;0;0,0021;0;0,0011;0;0,0014;4,6722;7,255;4,6722;3,9638;0,0204;0,0362;0;0,0025
0,0069001168;0,0069001168;0,0308921039;1;0,0121;1;0,01;1;0,0075;1;0,008;0,217;0,2364;0,217;1;0,3828;1;0,3147;0;0,0026;0;0,0015;4,6834;8,1168;4,6834;3,9467;0,0258;3,465;0;3,2975
0,0069001168;0,0069001168;0;1;0,0243;1;0,0235;1;0,0203;1;0,0157;0,22;0,22;0,3084;0;0,1294;1;0,4662;0;0,0163;0;0,0024;4,6983;6,3314;4,6983;0,0018;0,0058;0,0038;0;0,1527
0,0069001168;0,0069001168;0,0217972994;1;0,0166;1;0,017;1;0,0153;1;0,0128;0,2208;0,2208;0,2283;1;0,4367;0;0,0041;0;0,0085;0;0,012;4,7116;16,4367;4,7116;4,1615;3,4718;3,2866;0;1,9047
0,0069001168;0,0069001168;0,0228461325;1;0,0107;1;0,0082;0;0,0066;0;0,0062;0,2209;0,4044;0,2209;1;0,6935;0;0,0058;0;0,0014;0;0,0041;4,7167;10,0644;4,7167;3,0757;0,0489;2,4764;0;2,0759
0,0069001168;0,0069001168;0,0225647688;1;0,0125;1;0,0074;1;0,0077;0;0,0061;0,2212;0,2212;0,2655;0;0,0092;1;0,3221;0;0,0017;0;0,0045;4,7288;8,0382;4,7288;4,2197;0,019;1,907;0;2,0725
0,0069001168;0,0069001168;0,0301330388;1;0,0102;1;0,0086;1;0,0078;0;0,0067;0,2215;0,2353;0,2215;0;0,0115;0;0,0025;0;0,0023;0;0,0014;4,7657;6,734;4,7657;3,5741;3,4155;0,0055;0;0,7635
0,0069001168;0,0069001168;0,0348970741;1;0,0115;1;0,009;1;0,0091;1;0,0073;0,222;0,222;0,2658;0;0,0054;0;0,0073;0;0,0154;0;0,0048;4,8692;8,2257;4,8692;1,4273;0,0039;0,0031;0;0,8942
0,0069001168;0,0069001168;0,022698015;1;0,0137;1;0,0125;0;0,0019;1;0,0095;0,2233;0,2233;0,2444;0;0,004;0;0,009;0;0,0141;0;0,0021;4,8701;10,3863;4,8701;2,3593;2,1074;1,9382;0;1,8496
0,0069001168;0,0069001168;0,0330346674;1;0,0093;1;0,0075;1;0,0077;0;0,0067;0,2234;0,2442;0,2234;0;0,0033;0;0,0134;0;0,0032;0;0,0014;4,8717;7,9331;4,8717;0,0081;0,041;2,1693;0;0,0212
0,0069001168;0,0069001168;0,0196725726;1;0,0121;1;0,0115;1;0,0088;1;0,0076;0,2279;0,2735;0,2279;0;0,0016;0;0,0286;0;0,0148;0;0,001;4,9113;11,9029;4,9113;3,8535;3,5368;3,0813;0;0,0629
0,0069001168;0,0069001168;0,0194154978;1;0,0157;1;0,0164;1;0,0156;1;0,0122;0,2281;0,262;0,2281;1;0,3806;1;0,355;1;0,3336;0;0,0024;4,9642;6,3283;4,9642;0,3863;0,0134;0,9337;0;0,0034
0,0069001168;0,0069001168;0,0320349634;1;0,0154;1;0,0119;1;0,0113;1;0,01;0,2282;0,2857;0,2282;0;0,0029;0;0,0036;0;0,0022;0;0,0016;4,9818;14,2405;4,9818;0,0088;3,468;3,0458;0;0,0032
0,0069001168;0,0069001168;0,0231235325;1;0,0131;1;0,0117;1;0,0107;1;0,0103;0,2286;0,2286;0,362;0;0,0085;1;0,2568;0;0,0123;0;0,0093;5,0077;14,3401;5,0077;4,2444;4,5182;0,0072;0;3,4884
0,006901145;0,006901145;0,0449797213;1;0,0122;1;0,0126;1;0,0095;1;0,0081;0,2303;0,2303;0,3406;0;0,0046;0;0,0115;0;0,0281;0;0,0031;5,0237;8,652;5,0237;1,942;1,9775;0,0108;0;0,0413
